account_open_date,age,location,occupation,income_level,fico_score,delinquency_status,charge_off_status,number_of_credit_applications,debt_to_income_ratio,payment_methods_high_risk,max_balance,avg_balance_last_12months,number_of_delinquent_accounts,number_of_defaulted_accounts,earliest_credit_account,recent_trade_activity,new_accounts_opened_last_12months,multiple_applications_short_time_period,unusual_submission_pattern,applications_submitted_during_odd_hours,watchlist_blacklist_flag,public_records_flag
1/22/2021,72,San Francisco,Banker,8454,644,117,TRUE,4,2.1014329228694213,TRUE,4892.493895732325,,4,1,12/6/2017,5/14/2024,0,FALSE,TRUE,TRUE,FALSE,FALSE
2/8/2021,54,Los Angeles,Accountant,14959,637,0,FALSE,1,1.2082926896329786,FALSE,16731.998972775877,11034.384725554173,0,0,1/8/2016,9/30/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
3/11/2024,68,Miami,Consultant,13926,339,96,TRUE,10,2.1539665376755486,FALSE,2582.4721584743793,1256.8185489709929,4,2,5/26/2017,4/6/2024,4,FALSE,TRUE,TRUE,FALSE,FALSE
1/4/2020,69,New York,Banker,8131,,11,FALSE,1,1.1496676062491156,TRUE,70117.54130511946,57556.66205081382,0,0,5/5/2022,10/7/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
12/11/2023,21,Houston,Lawyer,4297,643,0,FALSE,1,1.1021026818318527,FALSE,41949.573178023755,29848.686325889856,0,0,8/22/2018,8/3/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
12/29/2020,39,Atlanta,Other,4776,767,0,FALSE,1,1.3298823692392767,FALSE,94247.80737451781,77619.83912795494,,0,4/23/2016,11/12/2023,0,FALSE,,TRUE,FALSE,FALSE
6/14/2020,43,Seattle,Accountant,39758,523,0,FALSE,1,1.6529438883907854,FALSE,50123.49983138987,48880.16053159728,2,0,12/26/2016,4/24/2024,2,FALSE,FALSE,FALSE,FALSE,FALSE
9/2/2022,66,Atlanta,Accountant,31699,349,119,FALSE,5,1.5071767367423918,FALSE,47514.11907126779,20507.76358143302,,2,9/24/2017,7/13/2024,3,TRUE,TRUE,TRUE,FALSE,FALSE
4/11/2024,60,New York,Consultant,14587,598,0,FALSE,1,1.2011420665631476,FALSE,33151.81332878111,22818.038577664032,2,0,3/11/2024,10/11/2024,2,FALSE,FALSE,FALSE,FALSE,FALSE
11/7/2020,53,Atlanta,Banker,2977,809,0,FALSE,1,1.4882382272592725,FALSE,65022.129156786476,49514.735615370875,0,0,7/22/2018,5/5/2024,4,FALSE,FALSE,FALSE,FALSE,TRUE
11/24/2022,30,Atlanta,Doctor,37941,648,0,FALSE,1,1.180928487206964,FALSE,27501.075442372974,21598.53311468793,0,0,5/8/2019,7/17/2024,0,FALSE,FALSE,FALSE,FALSE,TRUE
6/1/2020,69,Chicago,Other,5123,753,0,FALSE,1,1.3581077392493746,FALSE,73853.06406788774,46881.66932,0,0,5/5/2019,8/30/2024,0,FALSE,FALSE,FALSE,FALSE,TRUE
8/18/2020,49,Atlanta,Teacher,42774,154,0,TRUE,1,1.2525159805139672,FALSE,64597.39034581729,47879.9673,0,0,5/11/2019,7/9/2024,0,TRUE,FALSE,FALSE,FALSE,FALSE
9/3/2022,34,Dallas,Consultant,15774,488,90,FALSE,6,2.092266087955052,FALSE,11645.364483557816,4374.026137146262,4,1,1/24/2016,1/15/2024,4,TRUE,TRUE,TRUE,FALSE,FALSE
9/9/2021,58,Houston,Consultant,13643,,0,FALSE,1,0.9448220471164053,FALSE,38149.274419930196,30894.850749270398,2,1,4/14/2020,10/12/2024,2,TRUE,FALSE,FALSE,FALSE,TRUE
8/23/2024,53,Chicago,Other,5362,601,0,FALSE,1,1.3282177755245168,FALSE,102098.5588420047,,0,0,1/29/2016,2/22/2024,0,FALSE,,TRUE,TRUE,FALSE
12/30/2019,72,Boston,Teacher,58365,619,0,FALSE,1,1.5914052411174053,FALSE,70158.58588695973,53264.14934,,0,3/3/2021,4/29/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
11/29/2021,63,Chicago,Banker,7319,708,0,TRUE,1,1.8122625763862206,FALSE,42667.85931380314,34956.68660237169,,0,3/29/2016,12/1/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
3/21/2020,36,Houston,Accountant,55678,558,0,FALSE,2,2.211002880583672,FALSE,76328.23254998529,66939.89093326914,,1,8/20/2024,7/1/2024,2,FALSE,FALSE,FALSE,FALSE,FALSE
4/14/2024,52,Dallas,Accountant,24079,645,0,FALSE,1,0.822274032,TRUE,63890.39787,46533.386581932195,0,0,12/22/2014,7/3/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
5/30/2024,63,Atlanta,Teacher,59301,746,0,FALSE,1,0.7382302042738349,TRUE,97944.07491531079,,0,0,3/27/2021,7/20/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
7/9/2022,57,San Francisco,Banker,2861,646,0,FALSE,1,1.1484070108258837,TRUE,90452.92333742825,63928.68379474125,,0,9/27/2020,10/30/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/11/2021,73,Atlanta,Artist,12163,688,0,FALSE,1,1.4922105422094525,FALSE,31975.18043718351,24086.163741698587,0,0,5/15/2018,8/2/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/16/2023,45,Chicago,Teacher,26810,490,109,TRUE,3,2.9367091759873323,FALSE,35516.16649901541,12498.02456145404,4,1,6/28/2020,7/30/2024,3,TRUE,TRUE,TRUE,FALSE,FALSE
12/30/2023,18,Miami,Banker,3166,659,0,FALSE,1,1.4926042018824122,FALSE,81404.21746307153,61586.14953214281,0,0,1/4/2015,10/30/2023,0,TRUE,FALSE,FALSE,FALSE,FALSE
6/8/2024,59,Chicago,Consultant,13582,779,0,TRUE,1,1.0211586786338689,FALSE,10725.12235,7664.579597641308,0,0,9/14/2019,12/31/2023,3,FALSE,FALSE,FALSE,FALSE,TRUE
6/20/2024,35,Chicago,Consultant,15602,824,0,FALSE,1,1.212005873372208,FALSE,34468.379463236364,22285.356480701656,0,0,2/11/2023,2/23/2024,0,FALSE,FALSE,FALSE,TRUE,FALSE
8/23/2020,65,New York,Banker,5962,438,49,FALSE,1,0.8280394567624183,FALSE,44812.717078873626,42251.847333743324,4,2,5/6/2018,2/1/2024,3,TRUE,FALSE,TRUE,FALSE,FALSE
9/13/2020,57,Los Angeles,Doctor,38333,706,0,FALSE,1,1.7509878079492265,FALSE,38340.867,20421.881607371517,0,0,8/13/2016,7/6/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
6/27/2020,50,New York,Other,4731,333,109,TRUE,3,2.8140139721769692,FALSE,21525.386651512916,8432.767313547449,3,1,3/5/2023,12/14/2023,4,TRUE,,TRUE,TRUE,FALSE
11/11/2021,29,Chicago,Other,5347,666,15,FALSE,1,1.2173721653490535,FALSE,53904.07959235516,41783.48214283977,0,0,4/10/2016,9/25/2024,4,FALSE,FALSE,TRUE,FALSE,TRUE
1/21/2024,25,Boston,Retail Worker,8791,674,0,FALSE,1,1.7541050007035697,FALSE,56201.715308524545,,,0,4/25/2021,10/9/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
7/2/2021,41,Atlanta,Teacher,15710,612,0,FALSE,1,1.5871456571222688,FALSE,77945.26037295116,64918.16725507118,0,0,7/8/2024,10/3/2024,0,FALSE,FALSE,FALSE,FALSE,TRUE
6/27/2020,33,Chicago,Accountant,41776,676,0,TRUE,1,0.9175177456111878,FALSE,50201.40157685333,41973.54270568734,0,0,8/14/2024,12/31/2023,4,FALSE,FALSE,FALSE,FALSE,TRUE
10/26/2020,67,Los Angeles,Retail Worker,19045,603,0,TRUE,1,0.8442418785986324,FALSE,29130.417822262356,22810.96182007963,0,0,10/16/2018,4/22/2024,3,TRUE,FALSE,FALSE,FALSE,FALSE
7/20/2024,21,Chicago,Banker,5658,701,0,FALSE,1,1.773553594875681,FALSE,25922.869692958993,19257.217677453813,0,0,1/28/2018,1/28/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
5/8/2021,55,Atlanta,Banker,2335,200,0,TRUE,1,1.522375606555923,FALSE,16381.053692142134,10186.150581746155,0,0,12/9/2017,10/20/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
1/17/2023,61,Boston,Consultant,16927,692,13,FALSE,1,1.5813381195700187,FALSE,65716.98483491402,56385.16282202021,0,0,6/12/2015,1/14/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
11/25/2023,44,Seattle,Banker,9767,581,0,FALSE,1,1.5128444175960514,FALSE,53445.47034484043,35065.76879376976,,0,8/21/2023,4/26/2024,2,FALSE,FALSE,FALSE,FALSE,FALSE
7/2/2022,26,Atlanta,Teacher,43240,659,0,FALSE,1,0.9811327086842172,TRUE,30237.328937793885,23723.36785799597,0,0,7/30/2023,6/1/2024,4,FALSE,FALSE,FALSE,FALSE,TRUE
9/11/2024,64,Chicago,Other,5896,767,0,FALSE,1,1.7041488103564162,FALSE,64991.276403324235,66195.52845397525,0,0,5/6/2015,5/11/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
4/29/2021,33,Chicago,Retail Worker,11944,355,0,FALSE,1,1.386965537204862,FALSE,72559.98643,50586.38981553975,4,2,4/21/2016,6/15/2024,4,FALSE,FALSE,TRUE,FALSE,FALSE
1/1/2023,73,Boston,Other,7148,727,0,FALSE,1,1.1012607379288264,FALSE,77824.98127909558,66755.31826,0,0,1/24/2018,4/7/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
7/25/2023,29,Dallas,Teacher,45769,597,0,TRUE,1,1.4474846784704625,FALSE,63613.71534910463,51170.70053086771,2,1,8/2/2022,8/22/2024,2,FALSE,,FALSE,FALSE,FALSE
7/8/2023,48,Atlanta,Lawyer,5520,361,114,FALSE,4,1.6172166934565448,TRUE,46748.00895792502,,3,1,2/11/2016,11/3/2023,3,TRUE,,TRUE,TRUE,FALSE
4/22/2024,41,Dallas,Teacher,24022,487,34,FALSE,1,0.602695294,FALSE,57787.848258056045,38254.68189637683,4,2,7/13/2021,5/18/2024,3,TRUE,FALSE,FALSE,FALSE,FALSE
2/5/2022,72,Boston,Software Developer,59184,384,95,TRUE,10,1.8528951039156527,FALSE,39277.02445747886,13147.587662275866,3,1,9/27/2017,6/6/2024,4,FALSE,TRUE,FALSE,FALSE,FALSE
4/14/2024,31,Atlanta,Teacher,45783,339,96,TRUE,1,1.609862706025268,TRUE,24344.428087073386,,4,1,1/29/2022,10/21/2024,3,TRUE,FALSE,TRUE,FALSE,FALSE
2/22/2024,62,San Francisco,Consultant,13255,465,0,TRUE,1,0.9918029247807221,FALSE,88033.26129566092,52451.97488843484,3,1,4/11/2016,2/4/2024,3,FALSE,TRUE,FALSE,FALSE,TRUE
3/24/2024,42,Houston,Other,6337,734,0,FALSE,1,1.3886330764253336,FALSE,15040.245815914504,13992.28804500276,0,0,8/16/2017,12/12/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
11/28/2019,51,Chicago,Accountant,15716,809,0,FALSE,1,1.1089852620743206,FALSE,71491.87402850729,59004.10444870165,0,0,7/17/2017,4/15/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
4/27/2020,20,Atlanta,Other,5965,583,0,FALSE,1,1.3733674351171496,FALSE,34074.73387621811,29971.64052579068,1,0,11/6/2014,3/15/2024,2,FALSE,FALSE,FALSE,TRUE,FALSE
3/30/2024,41,Seattle,Banker,4243,407,92,TRUE,4,1.6607238123467205,TRUE,6309.788472043768,2443.395802,3,2,10/3/2021,12/12/2023,4,TRUE,TRUE,TRUE,TRUE,FALSE
8/14/2022,71,New York,Banker,2012,555,0,FALSE,1,2.0354562771482114,FALSE,51495.608784143406,32422.08483162809,2,1,2/12/2015,10/28/2023,2,FALSE,,FALSE,FALSE,FALSE
12/2/2020,59,Seattle,Other,2248,531,23,FALSE,1,1.2122366251781205,FALSE,72676.26336461793,67917.76582282018,2,0,6/9/2015,3/24/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE
9/29/2022,26,Boston,Doctor,11512,623,0,FALSE,1,1.6671377840422599,FALSE,60035.26268,52671.13495835754,0,0,10/14/2023,11/11/2023,0,FALSE,FALSE,FALSE,TRUE,TRUE
8/1/2022,43,Houston,Accountant,23175,688,0,TRUE,1,0.6573487596847597,FALSE,46077.44436789733,33389.977626179854,0,0,12/16/2015,10/2/2024,0,TRUE,FALSE,FALSE,TRUE,FALSE
12/26/2022,37,Dallas,Other,3960,692,0,FALSE,1,1.689656737300643,FALSE,84748.02934,77095.06762,0,0,11/8/2021,5/25/2024,0,FALSE,,FALSE,FALSE,FALSE
11/15/2022,57,Miami,Other,7715,746,0,FALSE,1,1.1329480414557331,FALSE,49037.52672850525,47574.80845241422,,0,5/14/2022,8/13/2024,0,FALSE,,TRUE,FALSE,FALSE
11/5/2023,27,Atlanta,Doctor,2343,584,0,FALSE,1,0.9360155476786902,FALSE,53083.64049661635,39935.28519860892,2,0,4/27/2019,11/16/2023,2,FALSE,FALSE,FALSE,TRUE,FALSE
11/22/2021,36,Dallas,Other,5217,531,0,FALSE,1,1.8228475169731548,TRUE,106327.08126807181,84713.90981311776,1,1,8/9/2018,3/23/2024,2,FALSE,FALSE,FALSE,FALSE,FALSE
9/11/2022,20,Seattle,Teacher,51810,357,118,TRUE,2,1.3977867025671056,TRUE,40737.48886514266,15955.403665253909,4,2,2/14/2023,11/25/2023,3,TRUE,TRUE,TRUE,FALSE,TRUE
3/13/2022,41,San Francisco,Other,2200,680,0,FALSE,1,1.1985398625624624,FALSE,48833.62563294912,45224.63705359061,0,0,7/11/2023,8/11/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
6/19/2021,22,New York,Accountant,54643,713,0,FALSE,1,1.3041561792932568,FALSE,989061.2949771818,80289.80487170695,0,0,7/7/2022,4/3/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/8/2020,20,New York,Software Developer,9968,549,0,FALSE,1,1.099574712024726,FALSE,94265.47514828967,54575.41087389237,1,1,9/8/2021,3/24/2024,2,TRUE,FALSE,TRUE,FALSE,FALSE
4/5/2021,44,Seattle,Artist,13750,690,0,FALSE,1,0.794658482,FALSE,78827.72843269106,59212.09830179516,0,0,8/15/2020,11/16/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
6/2/2023,33,San Francisco,Banker,5017,752,0,FALSE,1,0.8954196661941258,FALSE,74841.70859705718,68281.64379399671,0,0,12/23/2016,3/20/2024,0,TRUE,FALSE,TRUE,FALSE,FALSE
9/12/2022,66,San Francisco,Banker,4407,452,104,TRUE,8,2.442922128792263,TRUE,46360.26465,17739.94768140768,3,1,11/2/2022,1/15/2024,3,TRUE,FALSE,FALSE,FALSE,FALSE
1/28/2024,32,Los Angeles,Retail Worker,12981,797,0,FALSE,1,1.5339605040748239,FALSE,81873.31507551816,53925.893174874494,0,0,10/7/2021,4/25/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
4/13/2022,52,Seattle,Teacher,57192,755,0,FALSE,1,1.3641314553549833,FALSE,41284.11315410898,33950.20286969182,0,0,12/9/2022,3/10/2024,0,TRUE,FALSE,TRUE,FALSE,TRUE
3/30/2023,29,Boston,Other,2816,400,104,FALSE,8,0.974265126,TRUE,35503.90148,13239.46037226536,4,2,9/23/2017,12/10/2023,4,FALSE,,TRUE,FALSE,FALSE
5/18/2021,58,Los Angeles,Consultant,3816,765,0,FALSE,1,1.8486253668326713,FALSE,32914.708099027506,23106.243607133034,0,0,5/21/2021,8/13/2024,0,FALSE,,FALSE,FALSE,FALSE
2/6/2020,70,San Francisco,Teacher,57708,681,6,FALSE,1,1.9301028190511134,FALSE,73743.58997216827,52327.64471,0,0,4/17/2021,6/27/2024,0,FALSE,FALSE,FALSE,TRUE,FALSE
12/10/2020,61,Dallas,Consultant,16401,656,0,FALSE,1,0.9769305565394903,FALSE,96506.35342455146,66938.63225722373,0,0,12/10/2023,3/22/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
11/3/2020,43,Miami,Banker,5146,608,0,FALSE,1,1.5025801981531315,FALSE,58648.264985074435,48463.453508904575,0,0,3/16/2021,8/19/2024,3,FALSE,FALSE,FALSE,FALSE,FALSE
10/3/2022,64,Boston,Accountant,28536,524,0,FALSE,1,1.179330224547318,FALSE,60203.11175345418,,2,1,3/19/2018,9/9/2024,2,FALSE,FALSE,FALSE,FALSE,FALSE
6/24/2021,51,Dallas,Lawyer,57397,583,0,FALSE,1,1.313334942724927,TRUE,55459.59351459449,37880.20297239222,1,0,6/19/2020,2/2/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE
7/21/2022,40,Los Angeles,Other,2484,364,110,TRUE,5,2.5510120429128706,TRUE,24496.52672,5498.187993913189,4,2,2/22/2020,4/26/2024,4,TRUE,FALSE,FALSE,FALSE,TRUE
5/16/2024,48,Dallas,Consultant,15197,379,113,FALSE,4,1.973210464583918,TRUE,2324.758582572447,798.8554666995165,4,2,12/5/2019,11/9/2023,4,TRUE,TRUE,TRUE,FALSE,FALSE
9/6/2024,67,Seattle,Software Developer,7604,550,41,TRUE,2,0.8988730903509358,FALSE,60309.48948404148,43905.030895860444,,1,7/9/2023,8/22/2024,2,TRUE,FALSE,TRUE,FALSE,FALSE
1/14/2023,37,Los Angeles,Banker,9635,723,5,FALSE,1,1.4818935409760126,FALSE,82476.97357749441,,0,0,11/6/2019,7/2/2024,0,TRUE,FALSE,FALSE,FALSE,FALSE
1/22/2021,29,Houston,Teacher,25834,731,0,FALSE,1,1.2583451478920689,FALSE,78581.22831,52463.60613241213,0,0,8/20/2022,9/29/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
12/6/2023,40,Boston,Artist,23170,769,0,FALSE,1,2.451111238852615,FALSE,78361.51744,66880.96914634595,0,0,8/2/2020,11/14/2023,0,FALSE,FALSE,TRUE,FALSE,FALSE
4/22/2022,21,Los Angeles,Doctor,37001,353,93,TRUE,5,1.7352620142716106,FALSE,29847.208040865615,8866.446787807527,3,2,5/17/2019,4/8/2024,3,FALSE,TRUE,TRUE,FALSE,FALSE
4/21/2021,40,Dallas,Lawyer,44552,843,10,TRUE,1,1.4115770382697808,FALSE,85702.59882,59802.42312906315,0,0,9/10/2022,9/15/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
5/29/2021,65,Seattle,Banker,4730,509,50,TRUE,1,2.9283075960056597,FALSE,47786.59157210468,32870.54092591057,2,1,8/1/2017,7/31/2024,1,FALSE,TRUE,TRUE,FALSE,FALSE
12/20/2019,72,Miami,Other,6030,496,0,FALSE,1,1.1416715672908377,FALSE,52675.119499400105,34925.357104611525,4,2,9/11/2019,8/26/2024,4,TRUE,TRUE,TRUE,TRUE,FALSE
6/2/2022,65,Seattle,Accountant,39908,632,18,FALSE,1,1.681705936250871,FALSE,11080.156408833034,8090.1424931999145,0,0,10/1/2022,9/12/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
3/4/2024,18,New York,Doctor,70530,425,111,TRUE,5,1.7279784260330966,FALSE,21092.087603599717,7798.539411579737,4,2,1/6/2016,4/28/2024,3,TRUE,FALSE,FALSE,FALSE,TRUE
8/17/2020,71,San Francisco,Banker,4471,597,92,TRUE,9,2.5352214052078796,FALSE,44219.222702669715,10891.708370686287,,1,5/29/2015,2/29/2024,4,TRUE,TRUE,TRUE,FALSE,TRUE
3/12/2024,42,Dallas,Lawyer,8854,403,110,TRUE,5,2.7117801163663473,TRUE,22335.387453345742,5896.710150088893,3,2,1/23/2024,11/17/2023,4,TRUE,FALSE,FALSE,FALSE,FALSE
10/7/2021,19,New York,Consultant,14881,792,0,FALSE,1,1.7848558756263446,FALSE,77303.54883653727,63106.118260690746,0,0,3/3/2015,3/24/2024,0,FALSE,FALSE,FALSE,TRUE,FALSE
1/20/2021,47,Boston,Engineer,6591,659,0,FALSE,1,1.388802410904549,FALSE,52489.135362395005,45538.40767572417,,0,3/23/2024,3/2/2024,0,FALSE,FALSE,FALSE,FALSE,TRUE
6/24/2024,20,Boston,Banker,9682,405,105,TRUE,3,3.042837394845422,FALSE,36815.962868575836,7442.608711,4,2,7/25/2015,11/27/2023,3,TRUE,TRUE,TRUE,FALSE,FALSE
6/15/2021,38,San Francisco,Consultant,15808,771,0,TRUE,1,1.2302191298932907,FALSE,84955.55940743699,60396.33967181585,0,0,3/2/2023,7/4/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/23/2022,42,Boston,Teacher,23195,702,0,FALSE,1,1.227556964853894,FALSE,96105.44966728093,57531.61860023523,0,0,12/25/2020,7/19/2024,3,FALSE,FALSE,FALSE,FALSE,TRUE
9/1/2021,37,Seattle,Accountant,52661,592,0,FALSE,1,0.8871521203225108,FALSE,28909.30003589053,18031.178078193494,2,0,9/16/2018,6/10/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE
9/17/2024,66,San Francisco,Accountant,53826,502,0,FALSE,1,0.8965574520216615,FALSE,83361.42669521403,60357.87477448739,1,0,5/4/2016,1/13/2024,2,TRUE,,FALSE,FALSE,FALSE
12/23/2020,69,Atlanta,Banker,2046,713,0,FALSE,1,1.4247766716201278,FALSE,39175.31765376776,23042.76864514001,,0,12/3/2015,4/16/2024,0,FALSE,TRUE,FALSE,FALSE,FALSE
11/13/2020,39,San Francisco,Other,7950,371,83,FALSE,1,1.3632411176524346,FALSE,26251.136621776026,17344.061430379927,3,2,2/8/2023,12/4/2023,4,FALSE,TRUE,TRUE,FALSE,TRUE
7/30/2022,38,Miami,Other,8819,368,115,FALSE,2,0.9509549193508238,TRUE,5072.2956374112855,1727.4498997656117,4,1,8/18/2020,12/1/2023,3,TRUE,TRUE,TRUE,TRUE,FALSE
1/1/2023,50,Miami,Teacher,55283,,0,TRUE,1,0.989688444,FALSE,74193.06144540015,56156.41434704965,1,0,8/31/2015,1/23/2024,4,FALSE,FALSE,FALSE,TRUE,TRUE
12/26/2022,69,Chicago,Teacher,37335,647,0,FALSE,1,1.726751148780799,FALSE,46700.25915363672,32978.085246825874,0,0,10/8/2017,1/4/2024,0,TRUE,FALSE,FALSE,FALSE,FALSE
4/20/2020,55,New York,Accountant,59549,746,0,FALSE,1,1.5017491436043076,FALSE,94716.78647042491,70185.05921025657,0,0,5/9/2024,12/13/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/26/2021,32,Seattle,Retail Worker,16905,649,0,FALSE,1,1.260684620033704,FALSE,66634.02333728976,39320.05622626711,0,0,6/13/2019,12/25/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/25/2022,63,Miami,Banker,2880,651,0,FALSE,1,1.576785382450292,FALSE,18046.194527795516,13019.154584499396,0,0,1/7/2017,5/30/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
12/5/2021,69,Seattle,Other,7496,489,0,FALSE,1,2.0727683607313323,FALSE,67515.83824,54123.56528669486,4,1,1/12/2016,12/17/2023,3,TRUE,TRUE,TRUE,FALSE,FALSE
11/27/2022,32,Miami,Other,2745,375,111,TRUE,3,2.0402974866304064,TRUE,45298.726507184605,22226.143224762956,3,1,1/14/2018,5/18/2024,4,TRUE,TRUE,TRUE,FALSE,FALSE
2/25/2021,63,New York,Banker,5459,510,0,FALSE,1,1.4627233489225164,FALSE,30560.640324656073,19935.842493803728,2,0,5/14/2017,1/23/2024,4,FALSE,FALSE,TRUE,FALSE,FALSE
4/21/2023,42,Boston,Other,7372,526,0,FALSE,1,1.2150567957948903,FALSE,33329.78114,19843.72214734298,1,1,3/22/2020,7/10/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE
10/6/2021,38,Seattle,Banker,7917,688,0,FALSE,1,0.9259634101697733,FALSE,12773.662290959766,8406.553946,0,0,6/27/2015,9/14/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/23/2020,41,Chicago,Doctor,80843,578,102,TRUE,6,1.6573023365633537,TRUE,40320.43521985411,16316.814339819453,3,2,7/15/2023,2/14/2024,3,TRUE,TRUE,TRUE,FALSE,TRUE
1/30/2020,74,Seattle,Banker,3866,706,0,FALSE,1,1.4273900870974747,FALSE,60706.39872860239,38753.26266915638,0,0,10/23/2024,7/1/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
12/24/2023,22,New York,Banker,4980,541,0,FALSE,1,1.0729461748736067,FALSE,17709.64012310487,10274.60132715324,1,0,9/18/2017,5/31/2024,1,FALSE,FALSE,FALSE,TRUE,FALSE
9/24/2022,23,Miami,Lawyer,14222,650,0,FALSE,1,1.1883448525294766,FALSE,89430.00631203513,68317.71731345028,0,0,4/25/2022,5/7/2024,0,TRUE,FALSE,FALSE,TRUE,FALSE
10/22/2022,66,Dallas,Doctor,82058,522,0,FALSE,1,1.314526862385466,FALSE,81753.10769,49245.41884633661,2,1,7/14/2019,9/22/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE
7/12/2023,60,New York,Accountant,27200,756,0,FALSE,1,1.686666774991386,FALSE,89399.51643501133,70091.87623167696,0,0,3/4/2022,5/12/2024,0,FALSE,,FALSE,FALSE,FALSE
8/11/2024,65,Miami,Artist,17158,373,107,TRUE,5,2.905457017226583,TRUE,25650.879481191878,9798.069344014932,4,1,6/27/2018,9/10/2024,3,TRUE,FALSE,TRUE,FALSE,FALSE
5/30/2024,61,Boston,Other,8028,217,0,FALSE,1,0.6301252079700268,FALSE,18458.46446475784,13797.86003,,0,5/19/2018,6/30/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/14/2023,64,Los Angeles,Accountant,46749,520,0,FALSE,1,1.463983035,FALSE,32540.917271959326,19171.946868631585,1,1,5/25/2021,4/16/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE
4/26/2024,40,Chicago,Consultant,13541,754,0,FALSE,1,1.017706156247211,FALSE,12745.006930730067,9226.214217875788,0,0,1/22/2023,8/25/2024,0,FALSE,FALSE,FALSE,TRUE,FALSE
3/25/2024,21,Dallas,Consultant,13754,781,0,FALSE,1,1.0541884571319617,FALSE,59458.09346054722,,0,0,6/12/2021,4/12/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
3/7/2021,44,Los Angeles,Lawyer,51410,619,0,TRUE,1,1.6456956042904671,FALSE,72353.16646219231,54251.325032083965,0,0,12/16/2023,4/25/2024,3,FALSE,FALSE,FALSE,FALSE,TRUE
5/24/2024,35,Miami,Banker,8832,599,0,FALSE,1,2.8735784505725133,FALSE,32375.86898525526,26254.550551684366,,0,5/31/2024,10/27/2023,2,FALSE,FALSE,FALSE,FALSE,FALSE
5/16/2024,38,Miami,Other,3595,564,0,FALSE,1,0.8985275547540784,FALSE,12721.541543718842,8935.607336874496,2,1,5/5/2016,9/18/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE
11/30/2019,45,Chicago,Artist,10821,677,0,FALSE,1,1.6063900199007246,FALSE,66578.51873,48122.27515,0,0,7/13/2020,9/18/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
3/28/2023,52,Seattle,Other,2281,918,0,TRUE,1,1.338677344233576,FALSE,88806.92811532022,65221.15341831555,1,1,6/1/2015,6/19/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE
8/5/2024,39,Miami,Doctor,80780,825,0,FALSE,1,1.7644406672769586,FALSE,16145.960276122025,14245.844024569318,0,0,11/10/2015,9/9/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
6/1/2022,57,Miami,Teacher,35850,596,0,FALSE,1,0.9916858072507223,FALSE,19998.91367607623,14214.62884,2,0,2/10/2018,9/8/2024,2,FALSE,FALSE,FALSE,FALSE,FALSE
1/19/2021,40,Miami,Other,3944,606,0,TRUE,1,2.2187104957694666,FALSE,24687.292255463373,18934.58828332733,0,0,7/2/2016,4/6/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
